Название заказа|ID товара|ID аттр|Цена|Количество|Скидка|Налог
Приход из FoxPro_299|1144||176.15|72|0|0
Приход из FoxPro_299|1234||415.35|108|0|0
Приход из FoxPro_299|1241||425.10|75|0|0
Приход из FoxPro_299|1288||1690.00|16|0|0
Приход из FoxPro_299|2057||4602.00|4|0|0
Приход из FoxPro_299|2060||4419.35|4|0|0
Приход из FoxPro_299|1606||1907.75|4|0|0
Приход из FoxPro_299|1095||435.24|36|0|0
Приход из FoxPro_299|1118||267.80|80|0|0
Приход из FoxPro_299|1127||1755.00|8|0|0
Приход из FoxPro_299|2044||2535.00|8|0|0
Приход из FoxPro_299|2045||3185.00|8|0|0
Приход из FoxPro_299|1137||1786.20|24|0|0
Приход из FoxPro_299|1139||958.10|24|0|0
Приход из FoxPro_299|2046||1885.65|16|0|0
Приход из FoxPro_299|2050||767.00|24|0|0
Приход из FoxPro_299|1930||483.60|48|0|0
Приход из FoxPro_299|1229||538.20|108|0|0
Приход из FoxPro_299|1295||3000.40|8|0|0
Приход из FoxPro_299|2055||3250.00|8|0|0
Приход из FoxPro_299|2061||5356.00|2|0|0
Приход из FoxPro_299|1967||5356.00|3|0|0
Приход из FoxPro_299|2073||3120.00|4|0|0
Приход из FoxPro_299|1690||3120.00|4|0|0
Приход из FoxPro_299|2043||2535.00|6|0|0
Приход из FoxPro_299|1134||464.75|40|0|0
Приход из FoxPro_299|1135||572.00|32|0|0
Приход из FoxPro_299|1929||713.05|32|0|0
Приход из FoxPro_299|2047||568.10|48|0|0
Приход из FoxPro_299|2048||237.25|100|0|0
Приход из FoxPro_299|2049||386.75|200|0|0
Приход из FoxPro_299|1180||451.75|24|0|0
Приход из FoxPro_299|1185||1166.75|10|0|0
Приход из FoxPro_299|2051||1010.75|12|0|0
Приход из FoxPro_299|1196||409.50|48|0|0
Приход из FoxPro_299|1202||649.35|16|0|0
Приход из FoxPro_299|1217||240.50|108|0|0
Приход из FoxPro_299|1237||258.05|108|0|0
Приход из FoxPro_299|1240||630.50|75|0|0
Приход из FoxPro_299|1932||740.35|18|0|0
Приход из FoxPro_299|1933||755.95|18|0|0
Приход из FoxPro_299|2052||162.50|72|0|0
Приход из FoxPro_299|1966||234.00|48|0|0
Приход из FoxPro_299|1280||767.00|24|0|0
Приход из FoxPro_299|2053||1105.00|16|0|0
Приход из FoxPro_299|2054||1738.75|8|0|0
Приход из FoxPro_299|1297||2535.00|8|0|0
Приход из FoxPro_299|2058||3696.55|4|0|0
Приход из FoxPro_299|1971||178.75|36|0|0
Приход из FoxPro_299|1313||499.85|24|0|0
Приход из FoxPro_299|1318||259.35|48|0|0
Приход из FoxPro_299|1326||461.50|48|0|0
Приход из FoxPro_299|1338||650.00|24|0|0
Приход из FoxPro_299|2063||1495.00|12|0|0
Приход из FoxPro_299|2064||3965.00|3|0|0
Приход из FoxPro_299|2065||2762.50|4|0|0
Приход из FoxPro_299|2067||3445.00|2|0|0
Приход из FoxPro_299|2068||3510.00|2|0|0
Приход из FoxPro_299|2070||3055.00|8|0|0
Приход из FoxPro_299|1595||237.90|48|0|0
Приход из FoxPro_299|1596||331.50|48|0|0
Приход из FoxPro_299|1598||520.00|36|0|0
Приход из FoxPro_299|1972||770.90|24|0|0
Приход из FoxPro_299|1603||773.50|36|0|0
Приход из FoxPro_299|1605||1040.00|8|0|0
Приход из FoxPro_299|1084||93.60|180|0|0
Приход из FoxPro_299|1085||280.80|40|0|0
Приход из FoxPro_299|1103||73.32|300|0|0
Приход из FoxPro_299|1111||468.00|72|0|0
Приход из FoxPro_299|1114||148.20|120|0|0
Приход из FoxPro_299|1115||189.15|72|0|0
Приход из FoxPro_299|1124||556.40|48|0|0
Приход из FoxPro_299|1125||716.30|24|0|0
Приход из FoxPro_299|1126||647.40|24|0|0
Приход из FoxPro_299|1132||97.50|288|0|0
Приход из FoxPro_299|1146||559.00|48|0|0
Приход из FoxPro_299|1188||353.60|72|0|0
Приход из FoxPro_299|1189||728.00|12|0|0
Приход из FoxPro_299|1199||93.60|144|0|0
Приход из FoxPro_299|1209||400.40|108|0|0
Приход из FoxPro_299|1223||390.00|72|0|0
Приход из FoxPro_299|1238||240.50|108|0|0
Приход из FoxPro_299|1239||370.50|108|0|0
Приход из FoxPro_299|1242||487.50|75|0|0
Приход из FoxPro_299|1244||187.20|168|0|0
Приход из FoxPro_299|1248||403.00|48|0|0
Приход из FoxPro_299|1249||538.20|48|0|0
Приход из FoxPro_299|1262||421.20|48|0|0
Приход из FoxPro_299|1263||421.20|48|0|0
Приход из FoxPro_299|1264||421.20|48|0|0
Приход из FoxPro_299|1271||649.35|32|0|0
Приход из FoxPro_299|1272||649.35|32|0|0
Приход из FoxPro_299|1278||1233.70|24|0|0
Приход из FoxPro_299|1279||1235.00|16|0|0
Приход из FoxPro_299|1281||1820.00|12|0|0
Приход из FoxPro_299|1283||806.00|24|0|0
Приход из FoxPro_299|1285||1072.50|16|0|0
Приход из FoxPro_299|1287||1105.00|16|0|0
Приход из FoxPro_299|2056||4348.50|4|0|0
Приход из FoxPro_299|2059||5135.00|2|0|0
Приход из FoxPro_299|1939||168.35|80|0|0
Приход из FoxPro_299|1327||633.75|54|0|0
Приход из FoxPro_299|1328||633.75|54|0|0
Приход из FoxPro_299|1341||975.00|16|0|0
Приход из FoxPro_299|1342||975.00|16|0|0
Приход из FoxPro_299|1349||1428.70|16|0|0
Приход из FoxPro_299|1350||1430.00|16|0|0
Приход из FoxPro_299|2062||1495.00|16|0|0
Приход из FoxPro_299|1359||2080.00|6|0|0
Приход из FoxPro_299|1360||1942.20|8|0|0
Приход из FoxPro_299|2066||3243.50|4|0|0
Приход из FoxPro_299|2069||3568.50|4|0|0
Приход из FoxPro_299|2071||2918.50|4|0|0
Приход из FoxPro_299|2072||2697.50|8|0|0
Приход из FoxPro_299|1942||168.35|80|0|0
Приход из FoxPro_299|1599||559.00|32|0|0
Приход из FoxPro_299|1602||806.00|24|0|0
Приход из FoxPro_299|1604||1072.50|8|0|0
Приход из FoxPro_299|1607||2470.00|4|0|0
Приход из FoxPro_299|1608||2470.00|4|0|0
Приход из FoxPro_299|1617||890.50|24|0|0
Приход из FoxPro_299|1618||890.50|24|0|0
Приход из FoxPro_299|1691||200.85|80|0|0
